timestamp_utc,device_id,raw,pct,status
2025-10-28T11:59:14+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T11:59:45+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:00:15+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:00:46+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:01:17+00:00,gabiplant-1,1903,69.7,OK
2025-10-28T12:01:48+00:00,gabiplant-1,1791,74.5,OK
2025-10-28T12:02:18+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:02:49+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:03:20+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:03:51+00:00,gabiplant-1,2023,64.6,OK
2025-10-28T12:04:22+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:04:52+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:05:23+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:05:54+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:06:25+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:06:55+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:07:26+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:07:56+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:08:27+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:08:58+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:09:29+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:10:00+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:10:31+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:11:01+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:11:32+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:12:02+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:12:33+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:13:04+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:13:35+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:14:06+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-28T12:14:37+00:00,gabiplant-1,3522,0.0,PODLEJ
