timestamp_utc,device_id,raw,pct,status
2025-10-27T17:39:35+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:40:06+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:40:36+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:41:07+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:47:06+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:53:33+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:54:03+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:55:42+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:55:58+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:56:29+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:56:59+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:58:16+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:58:47+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:59:18+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T17:59:49+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:00:20+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:00:50+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:08:16+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:10:22+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:11:03+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:11:10+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:11:41+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:12:12+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:13:06+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:13:37+00:00,gabiplant-1,1902,69.8,OK
2025-10-27T18:14:07+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:14:38+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:15:09+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:15:54+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:16:25+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:16:56+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:17:27+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:17:58+00:00,gabiplant-1,2005,65.3,OK
2025-10-27T18:18:29+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:20:32+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:21:03+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:21:34+00:00,gabiplant-1,2738,33.8,OK
2025-10-27T18:22:05+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:22:36+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:23:07+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:23:28+00:00,gabiplant-1,3522,0.0,PODLEJ
2025-10-27T18:23:59+00:00,gabiplant-1,1715,77.8,OK
2025-10-27T18:24:29+00:00,gabiplant-1,3522,0.0,PODLEJ
